Ho et al. origin time,Reproduced longitude,Reproduced latitude,Reproduced depth (km),Origin time without near source,Latitude without near source,Longitude without near source,Depth without near source (km),Origin time with STAR,Latitude with STAR,Longitude with STAR,Depth with STAR (km)
2003-11-01T01:10:10.693589,161.0277903047326,-75.1210929219012,63.203125,2003-11-01T01:10:10.676967,-75.00784191493764,160.918606181623,18.90625,,,,
2003-11-11T00:05:08.487719,160.66749741379036,-75.31059442801045,-4.648438,2003-11-11T00:05:09.108789,-75.30208650045599,160.31025185843177,-4.296875,,,,
2003-11-12T08:52:17.126991,160.8037073611752,-75.15770759724735,-4.296875,2003-11-12T08:52:17.493156,-75.17451797287494,160.78084194409425,-4.296875,,,,
2003-11-15T07:35:54.665415,160.78716880503674,-75.21278735814315,-4.296875,2003-11-15T07:36:32.881106,-76.67461149012252,159.1845050440906,52.65625,,,,
2003-11-15T11:31:09.215937,160.65026601944638,-75.36568220986845,-4.648438,2003-11-15T11:31:09.361911,-75.3519097794271,160.65458612966512,-4.296875,,,,
2003-11-15T22:55:45.370013,161.31846028332185,-75.23109611000224,89.21875,2003-11-15T22:55:45.160484,-75.06575697028403,161.36182381904976,25.9375,,,,
2003-11-16T04:59:11.123906,161.34052904837566,-75.18132361744162,71.992188,2003-11-16T04:59:11.617600,-75.09438381350824,161.5847318196603,26.640625,,,,
2003-11-16T06:50:39.959038,161.16551989506473,-75.0720853210595,88.867188,2003-11-16T06:50:39.719537,-75.19761108343103,161.04172147355428,111.015625,,,,
2003-11-16T07:21:29.556859,161.46082852412292,-75.23392833725018,78.671875,2003-11-16T07:21:29.696333,-75.196650736997,161.68441486617303,21.015625,,,,
2003-11-16T12:01:57.561102,160.9467770385371,-75.27872040815048,60.742188,2003-11-16T12:01:57.077224,-75.35370593880035,160.8886963344821,-4.296875,,,,
2003-11-18T03:49:15.809531,160.46311405515476,-75.33007832201412,-4.648438,2003-11-18T03:49:16.730286,-75.32361017679769,160.33905712113776,-4.296875,,,,
2003-11-18T12:50:12.871556,161.29574212205927,-75.18214685148642,51.953125,2003-11-18T12:50:13.195226,-75.1450382535924,161.5189597954839,25.234375,,,,
2003-11-19T00:05:55.085045,160.7705052200628,-75.26787248379476,-4.296875,2003-11-19T00:05:54.857448,-75.24916650011129,160.56107775276178,-4.296875,,,,
2003-11-19T10:40:41.757856,160.52170630145295,-75.28811657062336,-4.648438,2003-11-19T10:40:41.521883,-75.11013031092354,160.6936189563901,22.421875,,,,
2003-11-20T01:09:30.055691,160.23773987232457,-75.31677162318796,-4.824219,2003-11-20T01:09:30.821306,-75.3136252089173,160.64854797974613,-4.296875,,,,
2003-11-20T01:24:57.253227,161.0255929830857,-75.28562359097695,-4.648438,2003-11-20T01:24:56.403324,-75.32465677160204,160.98736988161554,-4.296875,,,,
2003-11-22T12:27:53.205890,161.16093891104316,-75.28328831325891,-4.296875,2003-11-22T12:27:52.491268,-75.33225189261317,160.8590175388599,118.046875,,,,
2003-11-22T22:10:18.152896,161.3679884964009,-75.3152193828361,-4.648438,2003-11-22T22:10:17.209912,-75.24958102261473,161.2060809109053,-4.296875,,,,
2003-11-23T00:00:12.481342,160.9719094857979,-75.34685235006056,-4.648438,2003-11-23T00:00:12.457802,-75.34296779870479,161.1984286995877,-4.296875,,,,
2003-11-23T03:55:27.454908,161.1797414780217,-75.28021487561094,66.367188,2003-11-23T03:55:26.697885,-75.36752742089799,161.0471644843228,-4.296875,,,,
2003-11-23T11:51:37.831196,160.0961099351201,-75.29671067171647,-4.648438,2003-11-23T11:51:38.716299,-75.22767475642866,160.5320925120699,-4.296875,,,,
2003-11-23T22:09:46.014880,160.70846072014018,-75.32366894788501,-4.648438,2003-11-23T22:09:45.428845,-75.32004838760845,160.93468853911642,-4.296875,,,,
2003-11-24T01:41:36.950244,161.8419957141228,-74.8587509521506,26.289062,2003-11-24T01:41:37.219014,-74.88630578067723,161.83582021219837,25.585938,,,,
2003-11-24T05:17:21.381022,161.52164146234287,-75.27666393464793,88.515625,2003-11-24T05:17:21.261186,-75.29355076570387,161.49942043379374,-1.484375,,,,
2003-11-24T23:09:16.028649,161.00723696873015,-75.2557731665489,64.960938,2003-11-24T23:09:15.944918,-75.34149192490025,160.96445428274492,-4.296875,,,,
2003-11-25T06:06:21.722077,160.62363273679196,-75.27837208907351,-4.648438,2003-11-25T06:06:22.081167,-75.23888037742623,160.86883394361286,-1.484375,,,,
2003-11-25T09:45:23.985774,161.3191150805509,-75.32983149017572,-4.648438,2003-11-25T09:45:24.279123,-75.30470018256581,161.19096273968574,-4.296875,,,,
2003-11-25T23:04:48.299339,160.63823271030878,-75.28911356238015,-4.648438,2003-11-25T23:04:48.565777,-75.27715258953938,160.87541998465662,-4.296875,,,,
2003-11-26T07:15:33.488467,161.22483055007794,-75.24650404771057,-4.648438,2003-11-26T07:15:54.177486,-76.70457790365036,159.5298832838475,41.40625,,,,
2003-11-26T15:30:21.911338,160.95011453477497,-75.45211376119408,22.509766,,,,,,,,
2003-11-26T18:52:11.362942,161.08817369778552,-75.42991528287148,-4.824219,2003-11-26T18:52:11.377552,-75.77789791011475,160.77748229092768,161.640625,,,,
2003-11-26T22:03:18.178149,161.42915878880603,-75.11384618489846,26.992188,2003-11-26T22:03:17.352313,-78.25278472534661,152.80200158305857,-3.59375,,,,
2003-11-27T00:57:06.692904,160.8794649733362,-75.38470429985037,-1.748047,,,,,,,,
2003-11-27T02:16:44.862125,160.91811735594737,-75.39161642010563,-1.308594,2003-11-27T02:17:35.631524,-76.85779005164302,157.60329340677856,3.4375,,,,
2003-11-27T03:04:57.450646,162.112257858936,-74.85834585139222,71.640625,2003-11-27T03:04:58.113241,-75.28026564566693,161.01814936638925,173.59375,,,,
2003-11-27T05:23:38.724780,160.87677242069978,-75.37857806055372,0.449219,2003-11-27T05:23:37.843456,-78.30105461862543,153.0731844196817,144.0625,,,,
2003-11-27T05:56:30.255570,160.87335115903252,-75.36355202831672,-1.967773,2003-11-27T05:56:30.611832,-75.05070126834562,160.97692071308842,27.34375,,,,
2003-11-27T09:56:05.125369,160.73911753720492,-75.4218919605831,-4.912109,2003-11-27T09:56:01.334289,-75.1665679267856,160.58717321225643,108.90625,,,,
2003-11-27T14:40:51.842616,161.2343116257339,-75.37662098310255,-4.824219,2003-11-27T14:40:51.972488,-75.32282036162714,161.4019855064136,-4.296875,,,,
2003-11-27T16:25:06.682601,161.41764823675325,-75.36642804606318,-2.539062,2003-11-27T16:25:07.318332,-75.79521051055112,159.89641581167584,174.296875,,,,
2003-11-27T16:50:37.551529,160.94816229477124,-75.40483528727405,-1.748047,2003-11-27T16:50:38.016653,-78.42494716284502,152.51999864596897,92.03125,,,,
2003-11-27T17:27:24.320137,161.8461247899725,-75.30863544320616,31.210938,2003-11-27T17:27:26.002228,-75.21798799461169,161.71502582213049,26.640625,,,,
2003-11-27T18:57:33.943885,160.92456319419804,-75.40042361663505,0.009766,,,,,,,,
2003-11-27T19:55:45.034731,160.8071201158411,-75.39957414293109,13.017578,,,,,,,,
2003-11-27T20:21:40.837806,160.86418249800676,-75.39043552712957,-4.912109,2003-11-27T20:21:39.915166,-75.25729919518591,161.07850330473335,-4.296875,,,,
2003-11-27T20:28:39.795975,160.93501392644464,-75.30359155721912,-4.824219,2003-11-27T20:28:41.854351,-75.33834425250993,160.82113430562092,-3.59375,,,,
2003-11-27T21:07:52.531614,160.6979298119866,-75.19775091169784,-4.824219,2003-11-27T21:07:52.897484,-75.18841016355995,160.93727100033536,-4.296875,,,,
2003-11-27T22:55:51.961231,160.74953163626031,-75.27779749919843,-4.824219,2003-11-27T22:55:52.858235,-75.1272107715137,160.99052065589018,18.90625,,,,
2003-11-28T01:32:02.325381,160.86335460226832,-75.38565012817891,1.943359,2003-11-28T01:32:31.222402,-76.85802569920351,157.40054560933774,13.28125,,,,
2003-11-28T02:31:27.320025,160.82487613823338,-75.23616629904565,-4.912109,2003-11-28T02:31:25.571069,-75.21886613065034,160.7495651245932,108.90625,,,,
2003-11-28T02:54:31.927598,161.1964710202703,-75.38277666257892,-4.824219,2003-11-28T02:54:34.182985,-78.15937525771807,152.49071905041677,9.0625,,,,
2003-11-28T06:01:24.171037,161.00378386159514,-75.42379686258487,-4.912109,2003-11-28T06:01:24.063351,-75.49099479252138,160.51943419134068,139.140625,2003-11-28T06:01:24.530057,-75.25288316837322,161.54553459259012,49.316406
2003-11-28T06:07:15.938313,160.63175421884006,-75.30976906944939,-4.824219,2003-11-28T06:07:16.655419,-78.2722857654057,153.3797726165707,-3.59375,2003-11-28T06:07:17.789584,-75.31043602014562,161.4771477744138,6.953125
2003-11-28T06:32:57.034127,160.88408672686967,-75.42987762673597,18.642578,2003-11-28T06:33:23.836619,-76.93486071886325,156.9869203548583,18.90625,,,,
2003-11-28T08:50:53.252328,160.8645896097161,-75.37397630935263,-0.166016,2003-11-28T08:50:52.197550,-75.35370593880035,160.8886963344821,123.671875,,,,
2003-11-28T10:36:31.879702,161.14070866388386,-75.37209348484988,-4.912109,2003-11-28T10:36:32.124630,-75.2955665319618,161.08564916615381,-4.296875,2003-11-28T10:36:32.784331,-75.37648240913713,161.164327269318,-4.912109
2003-11-28T11:36:09.098058,160.86511261577897,-75.39110607634134,1.196289,2003-11-28T11:36:08.908956,-75.30924863547752,161.24366906639588,-4.296875,,,,
2003-11-28T12:13:26.810850,160.8877468870312,-75.39485337575462,-4.912109,,,,,,,,
2003-11-28T13:16:47.207875,161.17604419455282,-75.26108299446301,-4.648438,2003-11-28T13:16:48.505810,-75.33840844232785,161.14561409359814,-4.296875,,,,
2003-11-28T14:36:54.851968,160.6763938794683,-75.22412052977108,-4.824219,,,,,,,,
2003-11-28T17:23:23.206820,161.02745009465374,-75.35757641669554,2.998047,2003-11-28T17:23:47.059617,-76.43672117548945,158.6650295607593,111.71875,,,,
2003-11-28T18:12:23.874155,161.1624413333804,-75.3751438223522,-4.824219,2003-11-28T18:12:24.111423,-75.30781991303698,161.0102324067105,-4.296875,,,,
2003-11-28T19:38:59.605815,160.88888561361514,-75.34547688982376,-4.912109,2003-11-28T19:38:59.277869,-75.51510603255052,160.3654575255254,163.046875,,,,
2003-11-28T20:17:43.431926,160.90494966965903,-75.34452932158233,-4.912109,2003-11-28T20:17:46.391181,-78.26262258707546,153.48163137938067,-2.1875,,,,
2003-11-29T00:32:27.385565,161.30130939832299,-75.5222197614698,-4.912109,2003-11-29T00:32:26.341686,-75.57732304468013,160.96786803410575,139.84375,,,,
2003-11-29T08:45:58.878391,160.85531385926242,-75.32956992507613,1.855469,2003-11-29T08:45:55.565045,-78.25960863510281,151.91791821543453,-2.1875,,,,
2003-11-29T12:10:47.352777,160.90977005214665,-75.42740412011676,18.115234,,,,,,,,
2003-11-29T21:29:27.765108,160.76525702635777,-75.25562058890362,32.441406,,,,,,,,
2003-11-30T03:38:00.439730,160.90810604846166,-75.39486504978599,-2.670898,2003-11-30T03:38:24.413330,-77.141398150601,158.28205727938732,30.859375,,,,
2003-11-30T06:16:13.791007,160.4603477081412,-75.31093411479303,-4.648438,2003-11-30T06:16:14.032235,-75.31241056661928,161.06289329916726,-4.296875,,,,
2003-11-30T08:03:13.321024,160.8824255001822,-75.29897119360956,-4.824219,2003-11-30T08:03:14.943476,-75.33225189261317,160.8590175388599,-4.296875,,,,
2003-11-30T10:06:01.565023,161.16429434503934,-75.38471214582563,-4.824219,2003-11-30T10:06:01.596051,-78.3490659940814,153.34662336596756,-0.78125,,,,
2003-11-30T16:56:31.493653,160.8679261834869,-75.43082387311921,23.037109,,,,,,,,
2003-11-30T17:28:04.850474,161.15689698081601,-75.34643996431247,-4.824219,2003-11-30T17:28:06.244109,-75.31241056661928,161.06289329916726,-4.296875,,,,
2003-11-30T18:45:05.477098,161.14937366776218,-75.34108566334994,-4.121094,2003-11-30T18:45:06.915642,-75.30781991303698,161.0102324067105,-4.296875,,,,
2003-11-30T20:31:29.291341,161.14364574170176,-75.353528024604,-4.912109,2003-11-30T20:31:28.184144,-75.23726389823072,161.28103208742675,-4.296875,,,,
2003-12-01T00:14:10.144641,161.72470737998634,-75.0641506562705,17.148438,2003-12-01T00:14:10.246623,-75.23109611000224,161.31846028332185,-3.59375,,,,
2003-12-01T05:02:02.725864,160.8817722248031,-75.40729042143406,-1.660156,2003-12-01T05:02:31.470065,-76.8136007500555,157.7501753503511,13.28125,,,,
2003-12-01T16:22:57.202402,161.34052904837566,-75.18132361744162,-1.835938,2003-12-01T16:22:58.873580,-75.3322618454505,161.1833606295798,-3.59375,,,,
2003-12-02T09:03:26.954223,160.8400798984011,-75.33529885553666,1.679688,2003-12-02T09:04:09.484751,-77.26319672043536,158.02722381823793,30.15625,,,,
2003-12-02T11:34:50.035618,160.8803533000485,-75.42719551493322,22.685547,,,,,,,,
2003-12-02T13:28:00.262917,160.96043181846323,-75.35526975536857,-4.648438,2003-12-02T13:28:00.026974,-75.36293252769276,160.99430815698778,-4.296875,,,,
2003-12-02T18:10:10.811003,160.09424169159175,-75.19949267926437,-0.605469,2003-12-02T18:10:10.924003,-75.25174696547802,159.96828083261633,-4.296875,,,,
2003-12-02T19:12:27.075431,160.6203259940656,-75.26745926239961,-4.384766,2003-12-02T19:12:27.114541,-75.28177437643217,160.92792740412906,-4.296875,,,,
2003-12-02T20:02:42.749559,160.59449727373348,-75.25688705003579,0.976562,2003-12-02T20:02:43.783498,-75.2528351826903,159.87814308997235,-0.78125,,,,
2003-12-03T00:21:11.547163,160.8692836080324,-75.29781419518203,-4.824219,2003-12-03T00:21:13.033190,-75.31079495435307,160.829426324052,-4.296875,,,,
2003-12-03T03:47:52.030211,161.0981042948854,-75.37900053536647,-4.824219,2003-12-03T03:47:50.651632,-75.28004826802311,161.34133120015733,-4.296875,,,,
2003-12-03T05:22:49.034011,160.54876558839405,-75.23153760548051,0.800781,2003-12-03T05:23:53.338623,-77.40396908167175,162.19724457895612,4.84375,,,,
2003-12-03T06:56:42.947939,160.8020013531943,-75.28244861412753,1.855469,2003-12-03T06:57:13.473841,-76.8136007500555,157.7501753503511,13.28125,2003-12-03T06:56:46.571252,-75.3827846874314,160.87099499571744,-2.011719
2003-12-03T07:31:58.704102,161.02299604859328,-75.20067244181541,0.273438,2003-12-03T07:31:57.258267,-75.10146835755432,161.7779551326358,25.9375,2003-12-03T07:31:57.967800,-75.20067244181541,161.02299604859328,0.273438
2003-12-03T08:13:14.895671,160.55019830491065,-75.24110741214179,0.449219,2003-12-03T08:13:14.435597,-75.1759314941781,160.6912470895865,-3.59375,2003-12-03T08:13:15.186101,-75.37318202646684,160.8286788256579,-1.220703
2003-12-03T11:47:21.597313,160.87618203325343,-75.40326738203176,0.009766,2003-12-03T11:47:54.023496,-76.5209658412247,159.1750660177811,63.90625,2003-12-03T11:47:21.813995,-75.38717416148708,160.85385227058708,0.888672
2003-12-03T15:38:12.289153,162.06168646358196,-74.93354698154947,58.632812,2003-12-03T15:38:12.361845,-74.87778634629096,162.4572182443564,24.53125,2003-12-03T15:38:13.785581,-74.9627262869226,161.85368552703832,55.117188
2003-12-03T16:47:19.637666,160.90097847081364,-75.39600953526666,-2.451172,,,,,,,,
2003-12-03T17:27:39.357774,161.1202598386402,-75.18802702933692,1.152344,2003-12-03T17:27:39.694871,-75.28943051927784,161.1233099216037,-3.59375,2003-12-03T17:27:39.479576,-75.34620997275324,160.8435674593188,1.943359
2003-12-03T18:39:57.173500,160.02093738465106,-75.20453293123897,27.695312,,,,,2003-12-03T18:40:02.063434,-75.24167579050678,160.1153493233557,29.101562
2003-12-03T22:22:28.785708,161.5099778775379,-75.44702379162624,-4.824219,2003-12-03T22:22:28.508657,-75.35317423045318,161.53832985475196,-1.484375,2003-12-03T22:22:28.789085,-75.22577897112738,161.66848773882577,45.097656
2003-12-03T23:21:39.086035,161.10854830560586,-75.37402101833337,-4.912109,2003-12-03T23:21:38.622746,-75.38735654058786,160.84249005633058,125.078125,2003-12-03T23:21:39.534037,-75.38550041128735,161.11886767753185,-4.824219
2003-12-04T00:06:44.958683,160.63010878414914,-75.2577182200918,-4.824219,2003-12-04T00:06:46.606996,-78.28499076159413,153.50485647953283,-3.59375,2003-12-04T00:06:44.746372,-75.25165894273083,160.6678623085577,-4.824219
2003-12-04T02:43:08.058600,160.83954378021255,-75.42716536479898,27.519531,,,,,2003-12-04T02:43:07.477190,-75.39732422485078,160.86211761123366,-3.505859
2003-12-04T04:18:30.010330,161.14920807016205,-75.37400295730912,-4.824219,2003-12-04T04:18:30.075814,-75.2787208216691,161.10835240358557,-4.296875,2003-12-04T04:18:30.831431,-75.3760848736151,161.18702583999362,-4.912109
2003-12-04T07:48:19.690403,160.88858335479247,-75.39963877702058,-0.166016,,,,,,,,
2003-12-04T10:06:34.240162,161.10019300169006,-75.35565117351467,-4.824219,2003-12-04T10:06:34.060870,-75.28328831325891,161.16093891104316,-4.296875,,,,
2003-12-04T11:06:23.331232,160.8311275780419,-75.38753836258668,2.119141,,,,,,,,
2003-12-04T12:18:45.474680,161.69650985339078,-75.10861396684764,31.914062,2003-12-04T12:18:46.927723,-75.30149270481027,160.72429833466276,-4.296875,2003-12-04T12:18:45.634448,-75.27604327549058,161.10461650542763,-4.824219
2003-12-04T14:22:06.561117,160.84024723770293,-75.36477099399755,2.998047,,,,,2003-12-04T14:22:06.526417,-75.37013576715073,160.84766842126373,2.998047
2003-12-04T17:03:45.377600,160.9752727647886,-75.14939705056639,-4.648438,2003-12-04T17:03:43.093681,-78.32494250780186,151.86503101578145,-4.296875,2003-12-04T17:03:46.200888,-75.29323986452953,160.89760475820287,-4.648438
2003-12-04T19:57:40.284195,160.89929827191577,-75.38643894205158,1.943359,,,,,2003-12-04T19:57:40.323303,-75.18698814662872,163.20985352781847,22.246094
2003-12-04T20:56:01.882198,161.4313860115,-75.13985727814743,46.503906,2003-12-04T20:56:01.961159,-75.2618734445951,161.1310031867287,-2.890625,2003-12-04T20:56:02.841336,-75.38812987349458,161.2040334292931,-4.824219
2003-12-04T21:42:25.909913,160.47431539920615,-75.2956595779172,-4.824219,2003-12-04T21:42:25.982296,-75.27105195299144,160.91312142517313,-3.59375,2003-12-04T21:42:25.902579,-75.35827973529678,160.86025421961688,1.152344
2003-12-04T22:44:02.104117,160.88755631212805,-75.40308329850306,-0.605469,2003-12-04T22:44:02.453337,-75.29397463780157,160.8524497383083,-4.296875,2003-12-04T22:44:01.873439,-75.25323699705766,160.698749299973,-4.912109
2003-12-05T00:52:36.219764,160.89128484376417,-75.40576515339147,-0.429688,,,,,2003-12-05T00:52:36.466305,-75.19512250768803,163.31563506605846,14.863281
2003-12-05T01:55:02.230325,160.87534944019893,-75.39848188637562,-0.341797,2003-12-05T01:55:02.235838,-75.0721266927093,161.00620492077803,28.75,2003-12-05T01:55:02.748512,-75.39020056917379,161.08475533003076,-4.956055
2003-12-05T05:10:47.241463,160.7938193961364,-75.36893820706888,-1.835938,,,,,2003-12-05T05:10:47.413670,-75.20320703068576,163.42153380193068,12.050781
2003-12-05T05:53:06.534257,160.45845220624884,-75.27533609578198,-4.824219,2003-12-05T05:53:05.501777,-78.30336982893947,152.5158809736395,-3.59375,2003-12-05T05:53:06.052623,-75.14755834484875,161.93611651745314,47.382812
2003-12-05T07:45:56.968935,160.43185529308744,-75.31545358856657,-4.824219,2003-12-05T07:45:57.376405,-75.26727160410329,160.4476099404546,-3.59375,2003-12-05T07:45:57.221874,-75.31620648331895,160.4271048422566,-4.912109
2003-12-05T10:48:34.954744,160.85943004768032,-75.39119762231572,2.207031,2003-12-05T10:48:34.849513,-75.28943051927784,161.1233099216037,-3.59375,2003-12-05T10:48:34.973354,-75.22652767519088,161.90065785584568,42.285156
2003-12-05T11:42:22.420877,160.8744183609091,-75.397811377035,0.405273,2003-12-05T11:42:41.008079,-76.73902179149917,155.05434400868353,83.59375,2003-12-05T11:42:22.312818,-75.38976497804518,160.86325250042813,0.493164
2003-12-05T12:18:35.542157,160.87265605375842,-75.3923554253002,-1.660156,,,,,2003-12-05T12:18:35.859747,-75.38258690222573,160.86201138126984,-0.913086
2003-12-05T13:51:04.912250,161.3717326621765,-75.13000996365454,56.347656,2003-12-05T13:51:03.931295,-75.17306471420596,161.19124303596016,-2.890625,2003-12-05T13:51:04.731796,-75.11468704137454,161.3845820651955,57.578125
2003-12-05T17:35:01.399568,160.88186920892693,-75.40317541142039,-1.791992,2003-12-05T17:35:37.578300,-77.26289004050294,165.7133582903096,6.953125,2003-12-05T17:35:01.452546,-75.39043552712957,160.86418249800676,-1.748047
2003-12-05T18:31:18.683084,160.76631965117681,-75.28164459590494,-3.945312,2003-12-05T18:31:18.563357,-78.23976985786669,152.67803800815295,-3.59375,2003-12-05T18:31:19.894982,-75.22815921042354,161.47571262720885,51.074219
2003-12-05T18:43:11.068752,161.0668069176417,-75.29863220866949,-4.648438,2003-12-05T18:43:11.714539,-78.26574514184905,152.92624142462444,-3.59375,2003-12-05T18:43:12.605355,-75.22526224982157,161.82946236672274,40.175781
2003-12-05T19:35:40.217172,161.06129830637423,-75.28638656280252,-4.824219,2003-12-05T19:35:40.863466,-75.26494510389789,160.95079132054408,-4.296875,2003-12-05T19:35:41.168287,-75.29595386461268,161.06307350840606,-4.824219
2003-12-05T21:50:47.305350,160.86873326071267,-75.39790315159041,-0.166016,2003-12-05T21:50:46.888527,-78.26744873031535,153.03957602299676,-4.296875,2003-12-05T21:50:47.386944,-75.39522097230082,160.8650109419749,-0.517578
2003-12-05T22:50:56.765948,162.1021904583144,-75.30871093231391,45.449219,2003-12-05T22:50:55.600692,-75.27386984738418,161.3788437172437,-3.59375,2003-12-05T22:50:57.251515,-75.39258683901436,161.10556198647765,-4.912109
2003-12-06T00:29:48.137817,162.15020183703265,-75.29393164360711,45.800781,2003-12-06T00:29:48.631953,-75.3322618454505,161.1833606295798,-3.59375,2003-12-06T00:29:48.802247,-75.36750601918615,161.12844755560937,-4.824219
2003-12-06T00:58:26.623435,160.60610836200235,-75.24849013810935,-4.648438,2003-12-06T00:58:24.363527,-78.18758970500313,151.90897680793478,-4.296875,2003-12-06T00:58:27.415665,-75.34619316456785,160.6699107542483,-4.824219
2003-12-06T01:34:28.226845,160.9007954535137,-75.40423949230987,1.855469,,,,,2003-12-06T01:34:28.416357,-75.39753517714124,160.89147329668822,1.064453
2003-12-06T04:28:26.071177,162.18455459566127,-75.30141385983117,46.152344,2003-12-06T04:28:26.633122,-75.34296779870479,161.1984286995877,-4.296875,,,,
2003-12-06T05:34:59.197021,162.10804066147043,-75.28112332333494,45.097656,2003-12-06T05:34:59.072942,-78.22091643237057,152.8821713100561,-3.59375,2003-12-06T05:34:59.604616,-75.2600585770473,161.93787148681372,42.460938
2003-12-06T07:25:31.249177,161.08765309339174,-75.3839796246621,-4.912109,2003-12-06T07:25:30.429218,-75.25573031941674,161.1685578699394,-3.59375,2003-12-06T07:25:31.730448,-75.39105226627595,161.11504124621493,-4.912109
2003-12-06T11:13:27.838037,160.87657584886844,-75.38680768890765,-2.099609,,,,,,,,
2003-12-06T15:36:41.476320,160.83490496413071,-75.35251816311472,1.943359,,,,,2003-12-06T15:36:41.586423,-75.35520058893763,160.8386107430961,2.998047
2003-12-06T16:40:26.693818,160.50378465581719,-75.23220246191156,-0.253906,2003-12-06T16:41:02.602500,-77.39379556201243,161.5284853479932,13.28125,2003-12-06T16:40:27.428000,-75.39290369395871,160.83855703168004,-2.626953
2003-12-06T18:03:43.373842,161.91451642349946,-75.00532938202609,55.820312,2003-12-06T18:03:43.069523,-75.02317798756488,161.84887687970186,66.015625,2003-12-06T18:03:43.157462,-75.01597816376437,161.92977876937326,57.226562
2003-12-06T18:21:56.911358,160.86583992293976,-75.40000647223455,0.888672,,,,,2003-12-06T18:21:56.843703,-75.39531251949124,160.8593267893081,0.493164
2003-12-06T18:54:22.942391,160.83562472930308,-75.29013384536542,1.152344,2003-12-06T18:54:24.730805,-78.21357751698665,152.43094059186944,2.03125,2003-12-06T18:54:23.423074,-75.39466872546492,160.89911438517555,-3.769531
2003-12-06T20:32:10.445950,160.9101262677502,-75.41094352129788,-1.396484,,,,,2003-12-06T20:32:10.415918,-75.40490991129137,160.90172815979332,-1.791992
2003-12-06T21:17:05.056575,160.54547813814145,-75.24186268077464,-0.517578,2003-12-06T21:17:03.419798,-75.1759314941781,160.6912470895865,-3.59375,2003-12-06T21:17:05.039042,-75.39311769241365,160.86790343075637,-1.572266
2003-12-06T22:16:18.060927,160.8563284106757,-75.40153065642737,1.064453,,,,,2003-12-06T22:16:18.023971,-75.38467399540313,160.83877535268115,1.152344
2003-12-07T01:27:41.323528,160.87534944019893,-75.39848188637562,-0.166016,2003-12-07T01:28:09.556598,-77.13590722939212,160.73870144852128,37.890625,2003-12-07T01:27:41.618009,-75.39541865254137,160.8740024387047,-0.297852
2003-12-07T06:12:00.472949,160.86830638589547,-75.3766583730304,0.888672,2003-12-07T06:12:25.416346,-76.59452170985297,157.47641773084092,-3.59375,,,,
2003-12-07T18:39:52.997491,160.92623010393888,-75.18037050885472,-4.824219,,,,,2003-12-07T18:39:55.916879,-75.35523093135436,160.87921764695622,3.261719
2003-12-07T20:49:45.383130,160.85798822625355,-75.33569576862546,2.470703,2003-12-07T20:49:46.759713,-75.70848344561102,159.26157003605837,166.5625,2003-12-07T20:49:45.418933,-75.34105962468662,160.86540109557615,2.998047
2003-12-08T02:36:19.640341,160.8652142095744,-75.38699120521308,2.910156,2003-12-08T02:36:19.857278,-75.28943051927784,161.1233099216037,-0.78125,2003-12-08T02:36:19.225186,-75.36248575762919,160.85448009404197,2.910156
2003-12-08T07:18:38.761160,160.875110222305,-75.36900763653904,2.910156,,,,,2003-12-08T07:18:38.482666,-75.36288156415343,160.8724224513158,2.998047
2003-12-09T07:16:55.289949,160.67306736391905,-75.43730284854053,-4.912109,2003-12-09T07:17:40.606090,-77.37950114480732,166.68052802454213,21.71875,2003-12-09T07:17:02.325307,-75.38819852784708,160.61151340018466,-4.824219
2003-12-10T04:03:42.215803,160.52407385435293,-75.23875430315641,0.800781,2003-12-10T04:04:16.270412,-77.30178256887069,162.34639875977115,24.53125,2003-12-10T04:03:42.627116,-75.39272150942864,160.84992365569386,-2.539062
2003-12-10T07:32:24.952623,160.8853706026763,-75.39523468432805,0.405273,2003-12-10T07:32:24.006179,-75.01704818357372,161.02177260842467,24.53125,2003-12-10T07:32:25.016420,-75.3871888740103,160.87420059209327,0.668945
2003-12-11T05:27:52.474754,160.88569255953394,-75.40174235819983,1.767578,,,,,2003-12-11T05:27:52.475433,-75.38929220728447,160.87131020536256,1.28418
2003-12-11T10:00:45.963649,160.57778309243955,-75.25302737941406,1.152344,2003-12-11T10:01:19.869006,-77.25804911771509,161.73385978674685,13.28125,2003-12-11T10:00:46.015860,-75.33405261825126,160.74581325289964,-1.660156
2003-12-11T16:01:52.327354,160.18040136667514,-75.06553812204379,-4.824219,2003-12-11T16:02:33.286065,-77.51871480456566,161.95769269559173,9.0625,2003-12-11T16:01:52.536795,-74.99548010915554,159.98808781776967,10.292969
2003-12-12T07:59:42.158142,160.8685318448241,-75.40613311483382,-1.660156,,,,,2003-12-12T07:59:41.930051,-75.39846728432337,160.85498520298967,-1.791992
2003-12-14T10:47:39.136401,160.86025421961688,-75.35827973529678,1.855469,2003-12-14T10:48:12.270412,-77.30178256887069,162.34639875977115,24.53125,2003-12-14T10:47:39.175176,-75.56621991059465,160.97573210833878,6.074219
2003-12-14T19:16:34.168754,160.4677058539911,-75.3505674938762,-1.396484,2003-12-14T19:17:06.369011,-77.33585201866912,162.29695025493018,27.34375,2003-12-14T19:16:34.089839,-75.33056503852141,160.429146811796,-0.341797
